id,sex,deg,yrdeg,field,startyr,first_associate_year,ever_promoted,associate_cohort_bin,assoc_year_centered,promotion_year,salary_at_promotion
825,M,PhD,73,Other,76,79,1,"(75, 80]",-5.300813008130078,95,5022.0
828,M,PhD,69,Other,76,79,1,"(75, 80]",-5.300813008130078,85,3534.0
830,F,PhD,73,Other,76,79,1,"(75, 80]",-5.300813008130078,82,3182.0
835,M,PhD,71,Prof,80,80,1,"(75, 80]",-4.300813008130078,87,5537.0
836,F,PhD,82,Other,77,84,1,"(80, 85]",-0.3008130081300777,91,5465.0
837,M,PhD,69,Prof,69,76,1,"(75, 80]",-8.300813008130078,85,4256.0
840,M,PhD,69,Prof,71,77,1,"(75, 80]",-7.300813008130078,84,4100.0
845,M,PhD,69,Other,72,82,1,"(80, 85]",-2.3008130081300777,95,4670.0
847,M,PhD,75,Other,83,83,1,"(80, 85]",-1.3008130081300777,92,5624.0
848,F,PhD,70,Other,74,78,1,"(75, 80]",-6.300813008130078,84,4438.0
852,M,PhD,74,Arts,75,81,1,"(80, 85]",-3.3008130081300777,87,3662.0
854,M,PhD,71,Prof,83,83,1,"(80, 85]",-1.3008130081300777,86,5669.0
855,F,PhD,69,Arts,68,76,1,"(75, 80]",-8.300813008130078,81,2920.0
856,M,PhD,75,Other,76,83,1,"(80, 85]",-1.3008130081300777,87,4598.0
859,M,PhD,68,Other,68,76,1,"(75, 80]",-8.300813008130078,94,4951.0
860,F,PhD,74,Other,77,80,1,"(75, 80]",-4.300813008130078,88,4165.0
863,M,PhD,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,90,7583.0
866,F,PhD,73,Arts,72,79,1,"(75, 80]",-5.300813008130078,83,3092.0
872,M,PhD,59,Other,65,76,1,"(75, 80]",-8.300813008130078,79,2715.0
875,M,PhD,71,Other,74,76,1,"(75, 80]",-8.300813008130078,79,3300.0
878,M,PhD,66,Other,66,76,1,"(75, 80]",-8.300813008130078,93,4676.0
880,M,PhD,65,Other,72,76,1,"(75, 80]",-8.300813008130078,81,2834.0
887,F,PhD,73,Other,73,76,1,"(75, 80]",-8.300813008130078,78,2280.0
892,M,PhD,83,Other,87,90,1,"(85, 90]",5.699186991869922,94,4951.0
895,M,PhD,75,Prof,78,81,1,"(80, 85]",-3.3008130081300777,94,5551.0
898,M,PhD,78,Other,79,86,1,"(85, 90]",1.6991869918699223,92,6396.0
905,M,PhD,67,Other,65,76,1,"(75, 80]",-8.300813008130078,77,2586.0
908,M,PhD,79,Prof,80,87,1,"(85, 90]",2.6991869918699223,93,7283.0
917,M,PhD,72,Other,76,78,1,"(75, 80]",-6.300813008130078,83,3167.0
919,M,PhD,75,Other,88,88,1,"(85, 90]",3.6991869918699223,95,6305.0
920,M,PhD,77,Other,82,88,1,"(85, 90]",3.6991869918699223,95,5168.0
921,M,PhD,77,Prof,77,81,1,"(80, 85]",-3.3008130081300777,85,4317.0
924,M,PhD,82,Other,85,88,1,"(85, 90]",3.6991869918699223,95,5538.0
925,F,PhD,77,Other,78,78,1,"(75, 80]",-6.300813008130078,84,3790.0
927,M,PhD,79,Prof,91,91,1,"(90, 95]",6.699186991869922,95,7078.0
929,M,PhD,67,Other,70,76,1,"(75, 80]",-8.300813008130078,81,3369.0
930,M,PhD,65,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,2378.0
939,M,PhD,68,Arts,60,76,1,"(75, 80]",-8.300813008130078,86,3909.0
944,M,PhD,68,Arts,69,77,1,"(75, 80]",-7.300813008130078,85,3586.0
955,M,PhD,72,Prof,72,79,1,"(75, 80]",-5.300813008130078,84,3059.0
957,M,PhD,71,Other,73,76,1,"(75, 80]",-8.300813008130078,80,2824.0
958,M,PhD,80,Other,80,86,1,"(85, 90]",1.6991869918699223,93,5794.0
967,M,PhD,70,Arts,67,76,1,"(75, 80]",-8.300813008130078,80,3398.0
969,M,PhD,74,Prof,81,81,1,"(80, 85]",-3.3008130081300777,95,7602.0
972,M,PhD,76,Other,76,83,1,"(80, 85]",-1.3008130081300777,87,6619.0
973,M,PhD,76,Other,77,82,1,"(80, 85]",-2.3008130081300777,87,3715.0
977,M,PhD,73,Other,86,86,1,"(85, 90]",1.6991869918699223,88,3877.0
979,M,PhD,82,Prof,82,90,1,"(85, 90]",5.699186991869922,94,6684.0
982,M,PhD,78,Other,86,86,1,"(85, 90]",1.6991869918699223,94,6846.0
989,M,PhD,67,Other,70,76,1,"(75, 80]",-8.300813008130078,81,3228.0
990,M,PhD,66,Prof,65,76,1,"(75, 80]",-8.300813008130078,82,3467.0
993,M,PhD,77,Other,83,83,1,"(80, 85]",-1.3008130081300777,86,6730.0
994,F,PhD,74,Other,76,81,1,"(80, 85]",-3.3008130081300777,94,5623.333
995,M,PhD,72,Other,75,79,1,"(75, 80]",-5.300813008130078,85,3534.0
997,M,PhD,79,Other,89,89,1,"(85, 90]",4.699186991869922,93,6040.0
999,M,PhD,70,Other,69,76,1,"(75, 80]",-8.300813008130078,80,3164.0
1000,F,PhD,84,Other,84,89,1,"(85, 90]",4.699186991869922,95,6347.0
1009,M,PhD,78,Arts,80,84,1,"(80, 85]",-0.3008130081300777,90,5780.0
1013,M,PhD,80,Other,87,87,1,"(85, 90]",2.6991869918699223,90,6668.0
1019,M,PhD,79,Other,80,87,1,"(85, 90]",2.6991869918699223,94,5095.0
1026,M,PhD,75,Prof,79,82,1,"(80, 85]",-2.3008130081300777,85,4130.0
1028,M,PhD,82,Other,87,91,1,"(90, 95]",6.699186991869922,95,4951.0
1039,F,PhD,81,Other,85,85,1,"(80, 85]",0.6991869918699223,89,4515.0
1040,M,PhD,67,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,2757.0
1041,M,PhD,65,Other,66,76,1,"(75, 80]",-8.300813008130078,78,2544.0
1042,M,PhD,67,Other,60,76,1,"(75, 80]",-8.300813008130078,83,4096.0
1043,M,PhD,76,Other,76,81,1,"(80, 85]",-3.3008130081300777,89,4269.0
1045,M,PhD,70,Other,71,76,1,"(75, 80]",-8.300813008130078,85,3581.0
1048,M,PhD,79,Other,90,90,1,"(85, 90]",5.699186991869922,95,7078.0
1060,F,PhD,63,Other,74,83,1,"(80, 85]",-1.3008130081300777,93,5624.0
1062,M,PhD,67,Other,62,76,1,"(75, 80]",-8.300813008130078,81,3048.0
1064,M,PhD,79,Other,83,85,1,"(80, 85]",0.6991869918699223,90,4155.0
1065,M,PhD,78,Prof,79,85,1,"(80, 85]",0.6991869918699223,91,7494.0
1067,F,PhD,79,Other,85,85,1,"(80, 85]",0.6991869918699223,90,5458.0
1072,M,PhD,80,Prof,80,85,1,"(80, 85]",0.6991869918699223,90,6960.0
1073,M,PhD,82,Other,86,90,1,"(85, 90]",5.699186991869922,94,4951.0
1078,M,PhD,66,Other,66,76,1,"(75, 80]",-8.300813008130078,78,2337.0
1079,M,PhD,69,Arts,69,78,1,"(75, 80]",-6.300813008130078,95,5318.0
1080,M,PhD,70,Other,72,76,1,"(75, 80]",-8.300813008130078,77,2296.0
1081,M,PhD,74,Other,77,80,1,"(75, 80]",-4.300813008130078,83,3401.0
1086,F,PhD,78,Other,83,88,1,"(85, 90]",3.6991869918699223,94,4737.0
1087,M,PhD,83,Prof,83,88,1,"(85, 90]",3.6991869918699223,95,6781.0
1091,M,PhD,75,Prof,79,81,1,"(80, 85]",-3.3008130081300777,85,3962.0
1094,M,PhD,67,Prof,67,76,1,"(75, 80]",-8.300813008130078,80,3105.0
1095,M,PhD,78,Other,80,86,1,"(85, 90]",1.6991869918699223,94,7388.0
1096,F,PhD,81,Other,81,86,1,"(85, 90]",1.6991869918699223,90,4658.0
1098,F,PhD,81,Other,82,88,1,"(85, 90]",3.6991869918699223,95,6040.0
1099,M,PhD,61,Arts,64,76,1,"(75, 80]",-8.300813008130078,77,2256.0
1100,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,86,4914.0
1101,M,PhD,66,Prof,67,76,1,"(75, 80]",-8.300813008130078,78,2544.0
1108,M,PhD,68,Other,75,80,1,"(75, 80]",-4.300813008130078,84,3737.0
1112,M,PhD,68,Arts,72,76,1,"(75, 80]",-8.300813008130078,81,2879.0
1113,M,PhD,68,Other,79,79,1,"(75, 80]",-5.300813008130078,86,4641.0
1114,M,PhD,66,Other,70,76,1,"(75, 80]",-8.300813008130078,80,2732.0
1115,M,PhD,74,Prof,77,79,1,"(75, 80]",-5.300813008130078,88,5863.0
1117,M,PhD,80,Other,84,87,1,"(85, 90]",2.6991869918699223,93,5551.0
1119,M,PhD,71,Other,73,79,1,"(75, 80]",-5.300813008130078,82,2639.0
1120,M,PhD,75,Other,75,83,1,"(80, 85]",-1.3008130081300777,89,4264.0
1134,F,PhD,71,Other,71,77,1,"(75, 80]",-7.300813008130078,85,4499.0
1139,F,PhD,71,Other,76,80,1,"(75, 80]",-4.300813008130078,88,4473.0
1149,M,PhD,65,Other,65,76,1,"(75, 80]",-8.300813008130078,78,2586.0
1152,M,PhD,72,Arts,78,84,1,"(80, 85]",-0.3008130081300777,93,4676.0
1155,F,PhD,74,Other,79,86,1,"(85, 90]",1.6991869918699223,91,6223.0
1156,M,PhD,75,Other,77,83,1,"(80, 85]",-1.3008130081300777,88,4347.0
1164,M,PhD,71,Prof,71,76,1,"(75, 80]",-8.300813008130078,81,3369.0
1166,M,PhD,81,Other,84,88,1,"(85, 90]",3.6991869918699223,92,9025.0
1167,M,PhD,81,Other,85,89,1,"(85, 90]",4.699186991869922,91,6781.0
1168,M,PhD,81,Other,85,88,1,"(85, 90]",3.6991869918699223,91,4881.0
1169,F,PhD,75,Prof,73,81,1,"(80, 85]",-3.3008130081300777,86,4134.0
1175,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79,2411.0
1176,F,PhD,70,Other,70,79,1,"(75, 80]",-5.300813008130078,84,4130.0
1179,M,PhD,80,Other,90,90,1,"(85, 90]",5.699186991869922,93,7078.0
1187,M,PhD,68,Prof,71,76,1,"(75, 80]",-8.300813008130078,80,3723.0
1194,M,PhD,64,Prof,63,76,1,"(75, 80]",-8.300813008130078,77,2460.0
1195,F,PhD,76,Arts,77,83,1,"(80, 85]",-1.3008130081300777,89,4269.0
1197,F,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,80,2597.0
1198,M,PhD,83,Prof,83,87,1,"(85, 90]",2.6991869918699223,91,7602.0
1205,M,PhD,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,92,6040.0
1210,M,PhD,75,Other,81,82,1,"(80, 85]",-2.3008130081300777,90,4869.0
1212,M,PhD,69,Other,69,76,1,"(75, 80]",-8.300813008130078,83,3081.0
1215,M,PhD,80,Other,88,88,1,"(85, 90]",3.6991869918699223,93,6048.0
1216,M,PhD,80,Other,80,88,1,"(85, 90]",3.6991869918699223,94,5878.0
1218,M,PhD,84,Other,88,90,1,"(85, 90]",5.699186991869922,93,5168.0
1225,F,PhD,73,Arts,78,81,1,"(80, 85]",-3.3008130081300777,86,3487.0
1226,M,PhD,80,Other,81,85,1,"(80, 85]",0.6991869918699223,88,3990.0
1230,M,PhD,73,Other,78,78,1,"(75, 80]",-6.300813008130078,83,3457.0
1232,M,PhD,73,Prof,73,81,1,"(80, 85]",-3.3008130081300777,88,3877.0
1241,M,PhD,82,Other,85,91,1,"(90, 95]",6.699186991869922,95,5878.0
1246,M,PhD,74,Prof,79,86,1,"(85, 90]",1.6991869918699223,90,4664.0
1252,M,PhD,68,Other,76,80,1,"(75, 80]",-4.300813008130078,86,4199.0
1257,M,PhD,79,Other,83,89,1,"(85, 90]",4.699186991869922,93,5472.0
1259,M,PhD,80,Prof,82,88,1,"(85, 90]",3.6991869918699223,92,8165.0
1261,M,PhD,71,Other,70,76,1,"(75, 80]",-8.300813008130078,78,2569.0
1263,M,PhD,74,Other,74,81,1,"(80, 85]",-3.3008130081300777,88,3877.333
1266,M,PhD,81,Other,83,89,1,"(85, 90]",4.699186991869922,94,4676.0
1272,F,PhD,73,Other,73,80,1,"(75, 80]",-4.300813008130078,87,3711.0
1277,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,78,2830.0
1279,M,PhD,69,Arts,71,76,1,"(75, 80]",-8.300813008130078,81,3228.0
1285,M,PhD,62,Other,76,81,1,"(80, 85]",-3.3008130081300777,87,4047.0
1288,M,PhD,70,Other,73,77,1,"(75, 80]",-7.300813008130078,82,3002.0
1289,M,PhD,71,Other,77,77,1,"(75, 80]",-7.300813008130078,81,3005.0
1290,M,PhD,78,Other,78,87,1,"(85, 90]",2.6991869918699223,95,6127.0
1296,F,PhD,75,Arts,79,86,1,"(85, 90]",1.6991869918699223,93,4676.0
1297,M,PhD,71,Other,81,84,1,"(80, 85]",-0.3008130081300777,88,4538.0
1298,M,PhD,81,Other,86,90,1,"(85, 90]",5.699186991869922,93,5168.0
1300,F,PhD,76,Arts,81,85,1,"(80, 85]",0.6991869918699223,91,4544.0
1303,M,PhD,70,Prof,74,76,1,"(75, 80]",-8.300813008130078,79,3016.418
1304,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,84,3240.0
1305,M,PhD,68,Other,68,76,1,"(75, 80]",-8.300813008130078,83,3125.0
1306,M,PhD,76,Other,84,84,1,"(80, 85]",-0.3008130081300777,87,5703.0
1308,M,PhD,70,Other,70,76,1,"(75, 80]",-8.300813008130078,77,2778.0
1317,M,PhD,67,Prof,59,76,1,"(75, 80]",-8.300813008130078,81,2639.0
1318,M,PhD,75,Other,74,83,1,"(80, 85]",-1.3008130081300777,93,4676.0
1320,M,PhD,84,Other,84,90,1,"(85, 90]",5.699186991869922,94,8402.0
1323,M,PhD,82,Other,92,92,1,"(90, 95]",7.699186991869922,95,6781.0
1326,M,PhD,67,Other,73,79,1,"(75, 80]",-5.300813008130078,84,3194.0
1327,M,PhD,67,Other,63,76,1,"(75, 80]",-8.300813008130078,81,3005.0
1331,M,PhD,83,Prof,83,89,1,"(85, 90]",4.699186991869922,95,6684.0
1336,M,PhD,84,Other,88,88,1,"(85, 90]",3.6991869918699223,94,5088.0
1340,M,PhD,75,Prof,78,82,1,"(80, 85]",-2.3008130081300777,90,6388.0
1342,M,PhD,83,Other,88,91,1,"(90, 95]",6.699186991869922,95,5794.0
1343,M,PhD,72,Other,72,77,1,"(75, 80]",-7.300813008130078,82,3092.0
1344,M,PhD,70,Other,73,80,1,"(75, 80]",-4.300813008130078,84,3632.0
1352,M,PhD,77,Other,84,84,1,"(80, 85]",-0.3008130081300777,92,6781.0
1355,M,PhD,72,Other,78,80,1,"(75, 80]",-4.300813008130078,90,4533.0
1359,F,PhD,85,Other,88,91,1,"(90, 95]",6.699186991869922,95,6676.0
1368,M,PhD,77,Prof,86,86,1,"(85, 90]",1.6991869918699223,88,5087.0
1374,M,PhD,75,Other,77,80,1,"(75, 80]",-4.300813008130078,84,3586.0
1376,F,PhD,81,Other,86,86,1,"(85, 90]",1.6991869918699223,93,6216.0
1377,M,PhD,73,Other,75,78,1,"(75, 80]",-6.300813008130078,82,3137.0
1378,M,PhD,76,Other,76,83,1,"(80, 85]",-1.3008130081300777,86,3909.0
1380,M,PhD,74,Other,74,76,1,"(75, 80]",-8.300813008130078,82,3417.0
1384,M,PhD,70,Prof,70,76,1,"(75, 80]",-8.300813008130078,79,2805.0
1385,M,PhD,78,Other,87,87,1,"(85, 90]",2.6991869918699223,95,5962.0
1388,M,PhD,72,Other,74,79,1,"(75, 80]",-5.300813008130078,85,3243.0
1389,F,PhD,71,Arts,71,77,1,"(75, 80]",-7.300813008130078,84,3290.0
1391,M,PhD,78,Prof,78,84,1,"(80, 85]",-0.3008130081300777,90,4405.0
1399,F,PhD,62,Other,62,76,1,"(75, 80]",-8.300813008130078,79,1938.0
1400,M,PhD,73,Prof,84,84,1,"(80, 85]",-0.3008130081300777,95,6496.0
1401,M,PhD,68,Other,67,76,1,"(75, 80]",-8.300813008130078,80,3422.0
1403,M,PhD,71,Other,71,76,1,"(75, 80]",-8.300813008130078,87,4410.0
1404,M,PhD,73,Other,72,79,1,"(75, 80]",-5.300813008130078,83,3081.0
1406,M,PhD,75,Other,80,80,1,"(75, 80]",-4.300813008130078,86,4708.0
1408,M,PhD,68,Prof,69,76,1,"(75, 80]",-8.300813008130078,79,3064.179
1410,M,PhD,69,Other,83,83,1,"(80, 85]",-1.3008130081300777,90,4658.0
1415,F,PhD,71,Arts,71,78,1,"(75, 80]",-6.300813008130078,91,5472.0
1416,M,PhD,72,Other,79,81,1,"(80, 85]",-3.3008130081300777,86,3966.0
1424,M,PhD,74,Other,73,78,1,"(75, 80]",-6.300813008130078,92,5168.0
1428,M,PhD,70,Other,73,76,1,"(75, 80]",-8.300813008130078,81,3137.0
1432,M,PhD,67,Other,69,76,1,"(75, 80]",-8.300813008130078,77,2701.0
1435,M,PhD,77,Prof,77,82,1,"(80, 85]",-2.3008130081300777,86,5588.0
1444,M,PhD,70,Other,75,77,1,"(75, 80]",-7.300813008130078,79,2411.0
1459,M,PhD,76,Other,73,78,1,"(75, 80]",-6.300813008130078,86,3155.0
1465,F,PhD,82,Other,87,89,1,"(85, 90]",4.699186991869922,95,8195.0
1466,M,PhD,74,Other,74,80,1,"(75, 80]",-4.300813008130078,87,4669.0
1468,F,PhD,79,Other,88,88,1,"(85, 90]",3.6991869918699223,93,7823.0
1469,M,PhD,66,Other,69,76,1,"(75, 80]",-8.300813008130078,84,3386.0
1474,F,PhD,77,Arts,79,85,1,"(80, 85]",0.6991869918699223,91,4544.0
1475,F,PhD,76,Arts,87,89,1,"(85, 90]",4.699186991869922,91,4544.0
1483,F,PhD,72,Other,73,79,1,"(75, 80]",-5.300813008130078,92,6048.0
1488,M,PhD,64,Prof,64,76,1,"(75, 80]",-8.300813008130078,88,4603.0
1494,M,PhD,69,Prof,73,76,1,"(75, 80]",-8.300813008130078,80,3058.0
1497,F,Other,77,Other,82,88,1,"(85, 90]",3.6991869918699223,95,5794.0
1503,F,Other,72,Arts,84,84,1,"(80, 85]",-0.3008130081300777,87,4104.478
1508,M,Other,73,Arts,76,80,1,"(75, 80]",-4.300813008130078,83,3037.0
1517,M,Other,61,Arts,62,76,1,"(75, 80]",-8.300813008130078,89,4269.0
1518,F,Other,77,Arts,88,88,1,"(85, 90]",3.6991869918699223,92,4676.0
1519,M,Other,67,Arts,71,77,1,"(75, 80]",-7.300813008130078,87,4473.0
1522,M,Other,61,Arts,67,76,1,"(75, 80]",-8.300813008130078,77,2216.0
1526,F,Other,74,Other,77,80,1,"(75, 80]",-4.300813008130078,93,4676.0
1528,M,Other,67,Arts,68,78,1,"(75, 80]",-6.300813008130078,85,2977.0
1529,M,Other,74,Arts,84,89,1,"(85, 90]",4.699186991869922,95,6404.0
1531,M,Other,67,Other,90,90,1,"(85, 90]",5.699186991869922,94,5794.03
1537,M,Other,72,Other,85,85,1,"(80, 85]",0.6991869918699223,87,5786.0
1540,F,Other,54,Other,70,76,1,"(75, 80]",-8.300813008130078,79,2790.0
1547,M,Other,77,Other,77,82,1,"(80, 85]",-2.3008130081300777,87,4664.0
1558,M,Other,78,Arts,84,84,1,"(80, 85]",-0.3008130081300777,91,4544.0
1560,M,Other,70,Arts,70,76,1,"(75, 80]",-8.300813008130078,84,3484.0
1563,F,Other,67,Arts,80,80,1,"(75, 80]",-4.300813008130078,85,3197.0
1571,M,Other,63,Arts,63,76,1,"(75, 80]",-8.300813008130078,77,2216.0
1573,M,Other,67,Arts,68,77,1,"(75, 80]",-7.300813008130078,90,4343.0
1574,M,Other,81,Arts,81,91,1,"(90, 95]",6.699186991869922,95,4951.0
1580,F,Other,79,Arts,83,88,1,"(85, 90]",3.6991869918699223,92,4676.0
1583,M,Other,73,Arts,78,82,1,"(80, 85]",-2.3008130081300777,89,4269.0
1588,M,Other,66,Other,74,76,1,"(75, 80]",-8.300813008130078,91,4881.0
1589,M,Other,72,Other,72,77,1,"(75, 80]",-7.300813008130078,91,4165.0
1590,M,Other,71,Arts,80,86,1,"(85, 90]",1.6991869918699223,94,4676.0
1592,M,Other,61,Arts,66,76,1,"(75, 80]",-8.300813008130078,79,2454.0
1593,F,Other,73,Other,80,86,1,"(85, 90]",1.6991869918699223,91,4737.0
1606,F,Other,66,Arts,76,81,1,"(80, 85]",-3.3008130081300777,91,4544.0
1609,M,Other,74,Arts,75,81,1,"(80, 85]",-3.3008130081300777,86,3909.0
1610,M,Other,81,Prof,83,88,1,"(85, 90]",3.6991869918699223,94,7283.0
1611,M,Other,72,Other,82,82,1,"(80, 85]",-2.3008130081300777,93,7812.5
1612,M,Other,61,Other,91,91,1,"(90, 95]",6.699186991869922,95,4538.0
1615,F,Other,71,Other,77,85,1,"(80, 85]",0.6991869918699223,91,4951.0
1617,F,Other,75,Prof,75,79,1,"(75, 80]",-5.300813008130078,86,4914.0
1620,F,Other,65,Other,71,77,1,"(75, 80]",-7.300813008130078,82,3275.0
1629,F,Other,79,Other,80,84,1,"(80, 85]",-0.3008130081300777,89,4780.0
1631,M,Other,65,Other,72,79,1,"(75, 80]",-5.300813008130078,95,6781.0
1636,M,Prof,69,Other,69,76,1,"(75, 80]",-8.300813008130078,79,3642.0
1638,M,Prof,78,Other,78,84,1,"(80, 85]",-0.3008130081300777,91,6396.0
1643,M,Prof,72,Other,79,83,1,"(80, 85]",-1.3008130081300777,88,5538.0
1644,M,Prof,75,Other,79,79,1,"(75, 80]",-5.300813008130078,85,4766.0
1646,M,Prof,77,Other,84,89,1,"(85, 90]",4.699186991869922,95,6128.0
1649,M,Prof,71,Other,75,76,1,"(75, 80]",-8.300813008130078,79,3604.0
1654,M,Prof,71,Other,72,76,1,"(75, 80]",-8.300813008130078,92,7593.0
1656,M,Prof,74,Other,74,77,1,"(75, 80]",-7.300813008130078,84,4374.0
1664,M,Prof,68,Other,71,76,1,"(75, 80]",-8.300813008130078,80,3267.0
1665,M,Prof,57,Other,79,79,1,"(75, 80]",-5.300813008130078,83,3813.0
1672,M,Prof,74,Other,78,81,1,"(80, 85]",-3.3008130081300777,86,3962.0
1676,M,Prof,78,Other,83,88,1,"(85, 90]",3.6991869918699223,94,6513.0
1677,M,Prof,72,Other,74,79,1,"(75, 80]",-5.300813008130078,86,5122.0
1686,M,Prof,71,Prof,75,76,1,"(75, 80]",-8.300813008130078,88,4473.0
1689,M,Prof,73,Prof,75,78,1,"(75, 80]",-6.300813008130078,81,4358.0
1690,M,Prof,67,Prof,76,76,1,"(75, 80]",-8.300813008130078,82,4420.0
1692,F,Prof,75,Prof,84,84,1,"(80, 85]",-0.3008130081300777,85,5349.0
1696,F,Prof,70,Prof,72,76,1,"(75, 80]",-8.300813008130078,78,2889.0
1698,M,Prof,76,Prof,81,82,1,"(80, 85]",-2.3008130081300777,86,6265.0
1718,M,Prof,56,Other,76,76,1,"(75, 80]",-8.300813008130078,87,5698.0
1719,M,Prof,71,Prof,74,77,1,"(75, 80]",-7.300813008130078,80,3862.687
1724,M,Prof,77,Other,83,87,1,"(85, 90]",2.6991869918699223,92,5388.0
1726,M,Prof,77,Other,78,84,1,"(80, 85]",-0.3008130081300777,94,5016.0
1729,M,Prof,70,Other,71,76,1,"(75, 80]",-8.300813008130078,88,4869.0
1739,M,Prof,76,Other,85,85,1,"(80, 85]",0.6991869918699223,93,5388.0
1746,M,Prof,73,Other,76,81,1,"(80, 85]",-3.3008130081300777,86,5424.0
1748,M,Prof,79,Other,88,88,1,"(85, 90]",3.6991869918699223,95,5787.0
1752,M,Other,70,Arts,87,90,1,"(85, 90]",5.699186991869922,94,5794.0
1756,M,Other,60,Other,77,77,1,"(75, 80]",-7.300813008130078,84,3688.0
1757,F,Other,69,Other,82,82,1,"(80, 85]",-2.3008130081300777,87,4105.0
1764,M,Other,71,Other,77,84,1,"(80, 85]",-0.3008130081300777,87,4105.0
1765,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,81,2797.5
1766,M,Other,55,Arts,68,76,1,"(75, 80]",-8.300813008130078,78,2256.0
1770,M,Other,51,Other,64,76,1,"(75, 80]",-8.300813008130078,82,3322.0
